job_code,job_title
501755,Exec Director-School Sppt Ctr
501296,
500117,
501419,Regional Portfolio Planner
501420,
501415,
501115,Sr Mgr - Business Optimization
501754,"Exec Director, Strategy Mgmt"
501777,Demographic Analyst
500385,Senior Benefits Analyst
501154,
501308,Performance Data Analyst
501304,Applied Researcher
501683,
501108,Dir of Research & Evaluation
501306,Strategic Consultant
494,Special Ed Classroom Assist II
482,School Assistant II
495,Bil Spec Ed Classroom Asst II
1133,Network Admin - Sb
3920,Instructor Assistant II
692,Technology Coordinator II
3608,
479,Teacher Assistant Bilingual II
3430,Ed Sign Lang Interpreter  II
9906,Parent Wrkr - Sp Ed Class Asst
693,Technology Coordinator III
532,School Library Assistant II
9709,School Operations Manager
485,School Assistant-Bilingual II
9903,Parent Worker - School Sec Off
477,Teacher Asst Bil Spanish II
2519,Teacher Asst-Montessori Prm II
600755,Lead Coach
990201,Teacher-Librarian
3609,
200042,Interim Assistant Principal
3431,Ed Sign Lang Interpreter III
484,School Asst Bilingual-Spnsh II
57,Effective Schools Teacher
36,
2610,
500940,Post Secondary Liaison
501651,Student Intake Coordinator
830,
983630,Military Instructor
58,
2745,Salad Maker
600572,Small Lrn Communities Coach
500334,Project Analyst
3012,
501650,HS Programmer
500882,Freshman On-Track Lab Facilitr
983610,Commandant
501208,CTE College & Career Coordnatr
2743,Cook-Pastry
501032,Turnaround Resource Alloc Mgr
501191,
501681,Dir-Ctr for Arabic Lang & Cult
501591,CEO Admnstrtor Sch Transformtn
501049,Engineering Specialist
3013,Human Relations Officer III
61,Teacher - Program Facilitator
465,
3607,School Health Aide
5855,
501279,
500906,
501362,
501216,
500199,
501608,
501491,
4266,
501493,
501489,Project Coordinator
501490,
501492,
500786,
600784,
500409,
500740,
501615,
501139,
600749,Turnaround Planning Admin
501344,
501320,
601704,
500329,
501648,
600740,
3406,
3405,
501205,
500965,
500084,
500577,
500560,
500454,
500119,
190,
500862,
500563,
500289,
500627,
500731,
501762,
500379,
501393,
501448,
500080,
501601,
501662,
600222,
501441,
501482,
501399,
501694,
501731,
501724,
501736,Data Specialist
601729,
501618,
500054,
501444,
501221,
34,
500941,
361,Project Manager
972,
2527,
601591,
500458,Project Mgr-Connect Redir to R
500459,Intelligence Analyst-Cnct Redi
500463,Compensation Analyst
500762,Program Coordinator II
600039,EL Compliance Manager
600037,EL Compliance Specialist
600040,EL Dual Language Specialist
500460,"Sr Manager, Planning & Design"
500470,"Exec Director, Asst Management"
500461,
500466,"Manager, Strategy, Perf and Bi"
500462,WAN Administrator
500475,Sr Server Operations Engineer
500451,Director of Operations
601618,
500477,
505114,Military Property Coordinator
505151,School Operations Manager
505150,School Bus Ops Administrator
505101,"Dir, Health Info & Response"
505065,Service Desk Lead
504883,Investigator
505142,Grant Budgeting & Reprtng Lead
504783,Exec Dir BPI and CS
501858,Ethics Advisor
505111,Business Intelligence Dev
505096,"Executive Director, OSHW"
501835,Sr Foreign Language Translator
505112,Direct Digital Controls Spec
505066,IT Support Manager
504535,"Manager, Data Solutions"
505097,"Dir, Schl Leadership Pipeline"
505153,Postsecondary Success Spec
505061,Reflect & Learn Manager
501841,"Mgr, Digital Ecosystem Design"
504702,"Dir, Internal Communications"
505082,Scholarship Manager
501844,School Qual Insights Analyst
505049,"ED, HR Partnership"
500219,Human Resources Team Lead
505161,"Dir, Teacher & Principal Eval"
501833,Crisis Response Manager
505053,School Nutrition Specialist
505128,Graduation & Resource Coord
505087,"Sr Mgr, Warehouse & Logistics"
505148,Safety & Security Coordinator
505152,Community Center Coordinator
501832,Lead Crisis Response Manager
505120,Principal Eligibility Coord
505162,Sr Fiscal Monitoring Spec
505090,Call Center Lead
505085,"Manager, Emergency Operations"
501839,Safe Passage Manager
504264,"Manager, Nutrition Support Ops"
505119,Data Sci & Insights Analyst
505143,ESSER Grant Lead
505106,Benefits Lead
601836,"Manager, Professional Learning"
501862,Senior Advisor to the CEdO
505072,"Dir, School Leader Transitions"
505154,Early College STEM Specialist
505121,Senior Advisor to the CEO
505167,"Program Coordinator, Parent U"
605160,"Dir, School Leader Development"
501837,School Re-Authorization Spec
501031,"Dir, Postsecondary Intrvntions"
505146,CSI Compliance Coordinator
505149,School Support Coordinator
605161,"Dir, School Leader Engagement"
505140,"Director, Fiscal Planning"
505064,Parent Tech Suppt Hotline Lead
505117,Apple Platform Engineer
505125,Sr Data Sci & Insights Analyst
505070,Lead Empl Transaction Spec
505129,Fiscal Monitoring Specialist
601845,"Mgr, STEM Implement & Supports"
601838,"Dir, New Tchr Induction & Mng"
505060,"Dir, Distributed Leadership"
505115,Balanced Assessment Syst Mgr
505127,Opp Schools Recruitment Mgr
505047,"Director, Teacher Pathways"
505092,Senior CFBU Coordinator
505077,"Mgr, College & Career Support"
501864,Chief of Staff to the CEdO
505113,Clinical Support Specialist
505139,"ED, Adv Learning & Spec Progs"
505043,Family Engagement Team Lead
605155,School Based Coach - AUSL
505104,Building Manager
504384,"ED, Facilities Operations"
505103,Facilities Management Lead
505102,Regional Facilities Manager
602015,Literacy Content Specialist
505170,Student Protct Coord Team Lead
505144,Alternative Resoln Pthwys Spec
505071,"Director, OSP Investigations"
505156,Braille Transcriber
605154,Early College STEM Specialist
505051,Restorative Justice Coord
602027,"Dir, School Cont Improvement"
605156,"ED, Education Policy"
505099,Teacher Evaluation Support Mgr
500019,Assessment Manager
601835,STEM Support Specialist
504860,Health Data Surveillance Spec
601832,Professional Learning Spec
505133,School Partnerships Manager
600111,MTSS Specialist
501851,Skyline Imp Prof Learning Spec
505145,"ED, School Nursing"
505054,Technical Support Coordinator
505131,Research Operations Specialist
505063,Student Voice Specialist
505080,"Director, EOCO Investigations"
505105,Marketing & Communications Mgr
505079,"Dir, Racial Equity Initiatives"
505157,City Council Liaison
501855,"Executive Director, Marketing"
505069,Info Sec & Privacy Suppt Coord
505166,"Development Specialist, CFF"
505068,Trns Process & Contracts Coord
500782,School Climate Specialist
504911,Grant Financial Specialist
505118,Work-Based Learning Manager
505132,Restorative Practices Spec
505124,Research Partner Manager
504940,"Chief, Family & Community Eng"
505073,OIG Operations Administrator
500840,Senior Compensation Analyst
505055,Investigation Specialist
505081,Eq Investig & Compl Team Lead
505086,"Dir, Communications Operations"
600011,World Language Education Spec
505134,Nurse Manager
505084,Healthy CPS Hotline Team Lead
601839,Reading Support Specialist
505141,Clinical Operations Coord
505067,"Equity Spec, College & Career"
505033,Educator Equity Specialist
601830,Intake Contact Tracer
601463,Personalized Learning Coord
505044,Behavioral Support Coordinator
601833,Bilingual Curriculum Spec
505074,"Director, MFT Program Support"
500393,Senior Training Specialist
505098,Mental Health Specialist
505083,"Director, Alumni Persistence"
505089,Studt Wellbeing & Success Spec
601834,"Mgr, Instructional Supports"
601843,"ED, Continuous Improvement"
600083,CTE Cluster Manager
505147,"Manager, Early College Arts"
505165,ODLSS Operations Coordinator
505159,Tutor Corps Literacy Coord
505158,Tutor Corps Math Coord
505169,"Deputy Chief, OSHW"
605158,"Sr Mgr, Strategic Plng Vision"
605162,"Dir, Professional Learning"
501842,Dir Studt Supt & Violence Prev
501856,Adv Practice Registered Nurse
501847,Education for Employment Mgr
602025,Health & PE Manager
501867,SEL Integration Specialist
501861,Network Leader Developmnt Spec
601273,Chief Portfolio Officer
504567,Employee Records Team Lead
504436,Software Engineer
505110,"ED, ODLSS Operations"
504514,Teacher Recruitment Coord
504261,Social Media Specialist
505076,"Dir, State Legislative Affairs"
601445,Mgr Incubation & Certification
505075,"Executive Director, Strategy"
501852,Equity Compliance Investigator
505136,"Mgr, Data Science & Insights"
504246,SQL Database Administrator
505100,"Dir, Social Svc Integration"
500000,Unevaluated Non-union Role
601842,School Leader Development Spec
505062,Communications Coordinator
601446,"Manager, Advanced Learning"
505056,"Director, Access & Enrollment"
505126,"Manager, Teacher Retention"
501859,Board Policy Analyst
501860,"Senior Manager, Reporting"
505093,CFBU Team Lead
501848,External Partnerships Coord
505122,Print Systems Administrator
505155,School Based Coach - AUSL
505130,Mentoring Specialist
505109,Mental Health Partnership Spec
600491,"Deputy Chief, OCCS"
505135,Vendor Performance Manager
605157,"Manager, RSP Supports"
505138,School Leader Dev Coord
3621,Part-Time Hosp Lic Prac Nurse
3619,Part-Time Health Service Nurse
501850,Grading Practices Coord
501834,"Director, Service Delivery"
505163,Principal Evaluation Manager
505107,Behavioral Health Teaming Spec
500507,"Dir, Strategic Initiatives"
504839,Sr Compliance Specialist
504356,PMO Manager
504859,LSC Relations Specialist
504443,"Dir, Media Comm & Strategy"
504472,Sr Procurement Ops Specialist
504558,"Dir, Title IX Investigations"
504682,"Deputy Chief, Network Support"
505014,"Sr Manager, Internal Comms"
504591,Talent Coordinator
505025,"Dir, Professional Learning"
501137,Director of Business Services
504371,"ED, Innovation & Incubation"
504574,Medicaid Operations Manager
604447,Director
500124,Director Of Grants
504434,Software Integration Engineer
504417,Assistant Director
500484,Compliance Specialist
504351,Technical Business Admin Mgr
504330,SSC Financial Specialist
504413,Lead Videogrphr & Photogrphr
600651,Due Process & Mediation Mgr
504393,Compliance Coordinator
504331,SSC Contact Center Agent
504418,Budget Principal
504300,Benefits Specialist I
504447,Director
504439,"Dir, Due Process & Mediation"
504461,Senior Manager of Real Estate
504366,Sr Solutions Dev Analyst
504400,Contract Compliance Mgr
504352,"Dir, Enterprise Data Strategy"
504395,Billing Coordinator
504421,Demographic Data Analyst
504353,IT Change Manager
504463,Application Systems Specialist
504311,Exec Dir - Procedures & Stnds
504342,Lead Data Analyst
501417,Program Manager
501557,Research Manager
500179,Financial Manager - Esp
504343,Educ Appl Business Sys Analyst
504267,Director Leadership & Learning
500488,"Dir, Strategy and Planning"
504344,IT Training Lead
504457,Facilities Coordinator
504380,"Dir, Educator Quality & Equity"
504464,Assistant Budget Director
600650,Senior Admin Assist
504398,"ED, HR & Talent Management"
504411,"Manager, Charters & Non-Public"
504426,"Mgr, Grants Accntng & Rprtng"
504242,Oracle Essbase System Admin
504466,HRIT Senior Project Lead
504420,"Deputy Mgr, Spatial Technology"
601795,"Dir, Related Service Providers"
504456,Performance Specialist
504431,Sr Freedom of Info Act Officer
504368,"Dir, Fiscal Policy & Analysis"
600788,Chief of School Strg and Plng
500498,Sr Vice President of Finance
504266,Senior Internal Audit Manager
500496,Sr Business Effect Analyst
500497,Business Effectiveness Analyst
504312,Dir - Resource Mgmt & Accnt
500490,Chief of School Operations
500500,Audit Coordinator
500504,"Chief Officer, Strategic Plann"
500517,Deputy Exec Dir of Sports Adm
600640,Chief-College & Career Success
600802,Sr Campus Mgr - Parent Univ
600642,"Director, Academic Support"
600646,Early Childhood Educ Officer
504302,"Deputy Chief, Specialized Inst"
600791,"Chief, Diverse Lrnr Supt & Svc"
504373,Operations Manager
504375,"Dir, Authorization & Sch Ops"
504290,Director Framework - Teaching
500538,Director of Network Support
600790,Manager-Acad Coursework
501578,Dir of Community Partnshp Prgm
504304,EL Compliance Analyst
600771,Exec Dir - HS Design & Prog
504317,SFA Director
504318,SFA Manager
504323,SSC Reimbursement Specialist
504355,"Dir, Entrprs Trnsfrmtn Strtgy"
504369,"Dir, Transaction Processing"
504328,SSC School Rprtng Fin Analyst
504401,SSC Reimbursement Analyst
500354,Reporting Analyst
504241,Ex Dir School Cnslng & PS Advs
504387,Asst Controller - Fin Rprt Svc
504402,School Business Svcs Analyst
504391,Disbursements Manager
504390,Asst Controller - Revenue & AR
504325,SSC Payroll Analyst
504399,"Mgr, Sect 504 & Stdnt Discipli"
504407,Senior Disbursements Analyst
504326,SSC Payroll Specialist
504424,"Dir, Organizational Learning"
600803,Chief Operating Officer
504429,Freedom of Info Act Director
504319,SFA Quality Assurance Manager
601310,Director of Special Projects
504409,Regional Athletic Director
504432,Freedom of Info Act Assistant
504442,"Dir, Stakeholder Comm & Strtgy"
504452,Budget Director
501232,Deputy-Mgmt & Budget
504470,School Improvement Grant Spec
504299,Sch. Improvement Planning Mgr
604465,Comp Science Integration Spec
601780,Mgr STEM Initiatives
504337,Sr Enterprise Archtct Engineer
504441,Web Program Coordinator
504396,Transition Manager
504423,Director of HRBP
504335,Special Edu Administrator
504370,Finance Manager
500203,Graphics And Publication Coord
504322,SFA Empl Reimbursement SPS Mgr
601798,Early Childhood Pilot Coord
501667,Strategic Specialist
504405,Director of Grants Accounting
504397,"Mgr, Instructional Quality"
504329,SSC Quality Assurance Analyst
504256,"Manager, Health & Physical Edu"
601797,Senior Program Coordinator
500480,"Team Leader, School Contact Cn"
500481,"Director, Employee Services"
504243,Director of Safety Services
500217,Human Resources Director
500519,Director of Communications
600637,Senior Adviser to the Chief Ex
500505,Exec Dir of Prof & Org Dvlmpt
500501,"Dir, Proj. Mgmt & Corp. Giving"
501319,Literacy Specialist: HS
500514,"Dir, Techn Training & Commun"
500520,EL Instructional Manager
500494,"Dir, Enterprise Architec & PMO"
504265,Manager of Treasury Services
504564,Title IX Trainer
500516,"Manager, Media Systems"
233,Revenue Analyst
504518,Disbursements Analyst
504500,SSC Financial Specialist II
504499,SSC Financial Specialist I
504617,IT Director
504516,Facilities Operations Manager
504271,Digital Content Strategist
504630,Sr. Mgr CTE Prgrms & Outreach
504656,Background Check Specialist I
601313,Elem Magnet Schools Coord
504519,Senior Scholarship Manager
504657,Background Check Specialist II
504685,Manager of Special Projects
504740,"Coordinator, Business Operatio"
504608,Staffing Clerk
504616,Staffing Coordinator
504747,Healthy CPS Project Manager
504741,"Manager, Information Security"
504752,ED- Internal Audit
504504,Senior Program Coordinator
504743,Senior Recruiter
504578,Business Systems Analyst
504621,Kronos Analyst
504491,Grants Program Analyst
601402,Ex Dir Early College & Career
600095,Manager of Student Programs
504542,Financial Systems Analyst
504496,Business Support Specialist
504632,"Coordinator, Non-Public School"
504510,DLOS Project Director
601311,IB Coordinator
504527,Senior Manager of Strategy
504717,Manager-KIDS Program
504546,Advanced Nurse Practitioner
504673,LD Title IX Cord Specialist
504561,Title IX Trng & Compl Lead
600061,Advanced Nurse Practitioner
600077,Senior Compliance Facilitator
600076,Positive Behavior Support Mgr
504773,Teacher Engagement & Comm Mgr
504662,CTE Work Based Learning Coordi
501439,CTE Curriculum Specialist
504694,Records Specialist
504696,Systems Engineer
504671,Options Implementation Manager
504734,Instructional Support Speciali
600108,Recruitment Specialist
504731,Assistant Director
504623,HR Functional Analyst
504583,ITIL Service Analyst
504666,Leadership Dev Program Manager
504341,"Manager, Strategic Initiatives"
504650,CTE Grants & Innovation Coordi
504638,Data Coordinator
504719,Student Records Coordinator
504644,Facilities Staffing Rep
504587,Substitute Services Team Lead
504594,Sr Finance Project Manager
504536,SQL Developer
500818,Technology Project Manager
504543,Envir & Chem Hyg Proj Mgr
504548,Financial Educ. Specialist
504653,Clinical Supervisor of Investi
501118,"Director, Nutrition Sppt Srvcs"
504483,Assistant Treasurer
504478,"Dir, Absence & Disability Mgmt"
504493,Dep Chief-Capital Plan & Const
504494,Inventory/Maintenance Clerk
504477,Project Assistant
504508,SIS Engagement Manager
504475,Chief of Nutrition & Fac Ops
500591,Service Learning Manager
504474,HR Coordinator
504523,Talent Business Partner
500791,"Chief, Diverse Lrnr Supt & Svc"
501331,Science Specialist: 6-8
9908,Youth Outreach Worker
504505,Educator Equity Specialist
504509,Strategic Data Fellow
504511,Teacher Residency Manager
504521,"Ex Dir, Tchr Recruit & Talent"
504513,Teacher Residency Coordinator
500479,"Manager, Contact  Center"
504283,HR Business Specialist
504469,HRIT ERP Analyst
604497,REACH Specialist
504531,Sr Workforce Data Analyst
504541,Manager - Data Solutions
500699,Coord-Attendance & Truancy
600667,Director - Early Childhood
504497,REACH Specialist
504517,"Manager, Internal Comm & Ops"
504524,"Sr Mgr, Medicaid Enrollment"
601334,Assessment Specialist
504529,"Dir, Instructional Quality"
504534,Sr Dir - Oper & Fiscal Policy
504669,Treasurer
504602,"Dir, Integrated School Support"
504540,Business Analyst
504611,"ED, Tchr Recruitment & Equity"
504588,Data Compliance Specialist
504538,Director - KIDS Program
504612,Teacher Eng & Comm Specialist
504570,Refugee Student Advocate
504573,IT Security Operations Lead
600078,Student Health Specialist
504633,Campus Manager
504565,Resident Teacher
504582,"Mgr, Bldg Automation Systems"
32,Campus Manager
504345,Lead Front End Developer
504354,Sr Instructional Designer
600787,Director of Math
504357,Instructional Designer
600748,Turnaround School Admin
505052,"Dir, Edu Strategy & Support"
501353,Program Coordinator
505057,"Dir, Stakeholder Relations"
505123,"Sr Mgr, Strategic Plng & Vison"
601841,"Mgr, School Leader Development"
601840,"Mgr, School Leader Engagement"
601837,SEL Integration Specialist
505137,"Mgr, STEM Implement & Supports"
500495,
600639,
501893,Sr SIS Analyst
501889,Training & Curriculum Coord
501840,Sr School Budget Specialist
602021,Science Content Specialist
602017,Math Content Specialist
505048,Restorative Re-Entry Coord
501878,"Manager, Grants Development"
501887,CEO Office Project Assistant
501883,Data Sci & Insights Team Lead
501843,Assistant Deputy Controller
601851,"Director, Mathematics"
601850,Lead Distributed Leadrshp Spec
602022,Social Science Content Spec
501880,Coordination Manager
501879,"ED, Student Protections"
501894,Design Director
602023,STEM Program Support Spec
501888,"Mgr, Field Exp & Curriculum"
602013,Instruct Core Prof Lrning Spec
501866,Assessment System Specialist
602005,Arts Program Support Spec
602012,Induction Program Support Spec
602008,Financial Edu Content Spec
601274,"Director, Social Science"
602016,Magnet Program Support Spec
602018,Personalized Lrn Prg Sppt Spec
602004,Arts Content Spec
602010,Health Education Content Spec
505171,Academic Program Administrator
501890,"ED, Compensation & Org Design"
501871,Assessment Program Manager
501892,Public Art & Partner Supp Spec
602009,Gifted Program Support Spec
602003,AP Program Support Spec
501868,I&I School Data Strategist
501869,Program Specialist
505164,Principal Evaluation Spec
602019,PE Content Specialist
602011,IB Program Support Spec
602006,Assessment for Learning Spec
602020,Reading Program Support Spec
501865,School Leader Development Spec
601846,Fine & Perf Arts Schools Mgr
501854,Athletic Program Coordinator
501853,School Athletic Director
602002,Balanced Assessment Syst Mgr
501874,Operations Coordinator
602026,Incubation&Cert Prog Supt Spec
601854,"Mgr, Assessment for Learning"
501891,"Director, College Pathways"
501884,Sr Bus Diversity Compl Spec
501863,Scholarship Specialist
501881,REACH Performance Task Spec
501886,Training Quality Specialist
600000,Unevaluated Non-union Role
501896,Press Advance Associate
501895,Senior Press Secretary
601849,Inclusive Responsive Educ Mgr
501875,"Director, Network SEL Support"
501877,"Dir, Restor Pract Stud Discpln"
501876,"Dir, Healing-Centered Supports"
601853,"ED, Instr Systems & Supports"
601848,Inclusive Responsive Educ Spec
504787,Systems Accountant
601416,Gifted Instr Supprt Specialist
504794,"Director, Ops and Policy"
601409,AP and IB HS Supprt Specialist
504693,HS MTSS Specialist
504572,Senior Project Coordinator
504566,Educator Engagement Manager
504293,Exec Dir - Charter Schools
504294,Charter Transitions Manager
504295,Charter School Support Coord
504296,Charter Policy & Finance Mgr
504297,Charter Specialist
504298,Charter Auth/Renewal Director
600653,Social Science Manager
500469,Program Manager
504458,Manager of Data Support
500345,Recruiter
505088,"Sr Manager, Teacher Retention"
504832,CFBU Specialist
53,
500099,Data Control Clerk
505160,"Project Mgr, COVID-19 Response"
501471,
500784,
501381,
500158,
601575,
500017,
501201,
501199,
501416,
601728,
601730,
501293,
504539,ED - Children First Fund
504545,Director of Development
504654,Director of Capital Operations
504659,Acting Treasurer
504820,"Budget Manager, Grants"
